Date,Ticker,Sector,Open,High,Low,Close,Adj Close,Volume,SMA20,SMA50,SMA200,EMA20,Daily_Return,Volatility_20D,RSI_14,MACD,MACD_Signal,BB_Mid,BB_Std,BB_Upper,BB_Lower,Cumulative_Return
2022-10-06,ENERGYCO,Energy,48.13,49.12,47.36,48.35,48.35,3071684,48.208000000000006,51.2878,,48.617378465475184,0.009816207184628167,0.4707953427838588,54.115479115479125,-0.7635748791975843,-0.9496994882632159,48.208000000000006,1.2049223604604142,50.617844720920836,45.798155279079175,-0.19416666666666715
2022-10-07,ENERGYCO,Energy,48.5,49.33,47.51,48.34,48.34,2200272,48.149,51.193200000000004,58.565349999999995,48.59096146876326,-0.00020682523267834263,0.46716984592127486,51.460090850097345,-0.6985175129892056,-0.8994630932084139,48.149,1.1655443724763068,50.48008874495262,45.817911255047385,-0.1943333333333338
2022-10-10,ENERGYCO,Energy,47.96,48.78,46.9,47.71,47.71,2925428,48.0255,51.0738,58.5039,48.50706037650009,-0.013032685146876388,0.465970031602414,53.90890550645819,-0.6898427387462931,-0.8575390223159898,48.0255,1.0655884215827447,50.15667684316549,45.89432315683451,-0.20483333333333387
2022-10-11,ENERGYCO,Energy,46.48,46.88,46.0,46.4,46.4,2360591,47.9135,50.85240000000001,58.432700000000004,48.30638795969056,-0.027457556067910338,0.46347569555890866,47.193211488250654,-0.7796862319890678,-0.8419684642506055,47.9135,1.114210955175129,50.141921910350256,45.68507808964974,-0.22666666666666724
2022-10-12,ENERGYCO,Energy,46.84,47.04,46.38,46.57,46.57,2413321,47.7905,50.627399999999994,58.3645,48.14101767781527,0.0036637931034482207,0.4624901721210595,47.60362694300518,-0.8276298665013329,-0.839100744700751,47.7905,1.1202371694378759,50.03097433887575,45.55002566112425,-0.223833333333334
2022-10-13,ENERGYCO,Energy,46.94,47.23,46.68,46.96,46.96,2708025,47.8025,50.407399999999996,58.28735,48.02853980373762,0.0083744900150311,0.4318991586814003,42.745930644019836,-0.8246497526120748,-0.8362105462830158,47.8025,1.1093994344977225,50.021298868995444,45.58370113100456,-0.21733333333333404
2022-10-14,ENERGYCO,Energy,47.79,47.98,47.5,47.69,47.69,2561757,47.8365,50.2034,58.21804999999999,47.99629791766737,0.015545144804088418,0.4347678069641645,48.56527977044475,-0.7546835693357394,-0.8199051508935606,47.8365,1.0941484311894742,50.02479686237895,45.64820313762105,-0.2051666666666675
2022-10-17,ENERGYCO,Energy,49.7,49.97,49.48,49.74,49.74,2941168,47.929,50.027800000000006,58.160149999999994,48.16236478265143,0.04298595093310986,0.45585301372422915,44.46165762974439,-0.5277336129872054,-0.7614708433122896,47.929,1.1741823582932107,50.277364716586426,45.58063528341358,-0.1710000000000007
2022-10-18,ENERGYCO,Energy,47.86,48.14,47.14,47.41,47.41,4575618,47.9715,49.786,58.0854,48.090710993827486,-0.04684358665058319,0.4770652411808632,45.51942902458366,-0.5297787057285319,-0.7151324157955381,47.9715,1.1368112142492215,50.24512242849844,45.69787757150156,-0.2098333333333341
2022-10-19,ENERGYCO,Energy,47.5,47.88,46.95,47.34,47.34,2517555,47.9755,49.5752,58.0098,48.01921470870106,-0.001476481754903891,0.47436804726028187,46.553122465531246,-0.530927667782521,-0.6782914661929347,47.9755,1.134313959138042,50.24412791827608,45.706872081723915,-0.21100000000000063
2022-10-20,ENERGYCO,Energy,48.38,49.14,47.84,48.59,48.59,3697169,48.039500000000004,49.39,57.94985,48.07357521263429,0.02640473172792568,0.4832085898873324,59.23728813559324,-0.4260622942603334,-0.6278456318064145,48.039500000000004,1.1308938011477285,50.30128760229546,45.77771239770455,-0.19016666666666726
2022-10-21,ENERGYCO,Energy,48.82,49.49,47.8,48.46,48.46,2665246,48.012,49.2588,57.888000000000005,48.11037757333579,-0.002675447622967786,0.46614235712479446,50.59999999999999,-0.3494177731901331,-0.5721600600831582,48.012,1.1125910962114964,50.23718219242299,45.78681780757701,-0.19233333333333402
2022-10-24,ENERGYCO,Energy,45.89,46.31,45.6,46.02,46.02,4987418,47.908500000000004,49.083800000000004,57.81675,47.91129399492286,-0.050350804787453574,0.4954267922910547,41.611842105263165,-0.48003055271416883,-0.5537341586093604,47.908500000000004,1.1979599984538007,50.304419996907605,45.5125800030924,-0.23300000000000065
2022-10-25,ENERGYCO,Energy,44.73,45.32,44.14,44.73,44.73,2510653,47.586499999999994,48.904799999999994,57.7333,47.60831361445401,-0.028031290743155246,0.4377255914355168,38.131122833458925,-0.6797980517405264,-0.5789469372355937,47.586499999999994,1.1392253831814643,49.864950766362924,45.308049233637064,-0.2545000000000007
2022-10-26,ENERGYCO,Energy,45.14,45.75,44.44,45.05,45.05,1789006,47.412,48.7242,57.65045,47.36466469879173,0.007154035323049479,0.4059771950031846,37.42378048780487,-0.8030369976815166,-0.6237649493247783,47.412,1.2476192064132778,49.90723841282656,44.91676158717344,-0.2491666666666673
2022-10-27,ENERGYCO,Energy,45.44,45.96,44.82,45.34,45.34,2123046,47.26950000000001,48.5882,57.568400000000004,47.171839489383,0.0064372918978914395,0.4071720046052128,38.80597014925375,-0.867306405496457,-0.6724732405591141,47.26950000000001,1.3150204120892255,49.89954082417846,44.63945917582156,-0.24433333333333385
2022-10-28,ENERGYCO,Energy,46.1,46.87,45.25,46.02,46.02,2037167,47.25,48.477599999999995,57.49685,47.062140490394135,0.014997794441993895,0.39070166860710887,43.71747211895912,-0.8535310822119087,-0.708684808889673,47.25,1.3312281626578608,49.91245632531572,44.58754367468428,-0.23300000000000043
2022-10-31,ENERGYCO,Energy,45.02,45.44,44.81,45.23,45.23,2746339,47.094500000000004,48.32899999999999,57.4229,46.88765091988041,-0.017166449369839354,0.36211020740640726,45.475638051044086,-0.8960315430891228,-0.746154155729563,47.094500000000004,1.3780209875419447,49.85054197508389,44.338458024916115,-0.2461666666666672
2022-11-01,ENERGYCO,Energy,45.57,45.83,45.23,45.49,45.49,2516373,46.965999999999994,48.2012,57.34375,46.754541308463224,0.005748397081583034,0.3632747894176567,45.852534562212,-0.8983776985560041,-0.7765988642948513,46.965999999999994,1.4028519822887071,49.771703964577405,44.16029603542258,-0.2418333333333339
2022-11-02,ENERGYCO,Energy,44.74,45.16,44.13,44.55,44.55,2960943,46.7995,48.0974,57.265100000000004,46.54458499337149,-0.020663882171906067,0.36896778252496504,41.120117907148135,-0.9649636870436638,-0.8142718288446138,46.7995,1.4839331627737808,49.76736632554756,43.83163367445244,-0.2575000000000006
2022-11-03,ENERGYCO,Energy,44.99,45.21,44.58,44.8,44.8,1993778,46.622,47.992799999999995,57.18795,46.37843404162182,0.0056116722783390305,0.36727751562853084,38.96103896103899,-0.9861924394252313,-0.8486559509607373,46.622,1.500928133908738,49.62385626781747,43.62014373218253,-0.25333333333333385
2022-11-04,ENERGYCO,Energy,44.62,45.37,44.1,44.85,44.85,2719811,46.447500000000005,47.90219999999999,57.117200000000004,46.232868894800696,0.001116071428571619,0.36746715412183023,27.953110910730445,-0.9875973885626479,-0.8764442384811195,46.447500000000005,1.4935365130422373,49.43457302608448,43.46042697391553,-0.2525000000000004
2022-11-07,ENERGYCO,Energy,43.93,44.44,43.53,44.04,44.04,1951067,46.263999999999996,47.7994,57.05005,46.02402423815301,-0.018060200668896353,0.3696270468670326,32.39289446186005,-1.0420588457094766,-0.9095671599267909,46.263999999999996,1.5544686010273283,49.37293720205465,43.15506279794534,-0.26600000000000046
2022-11-08,ENERGYCO,Energy,45.39,45.91,45.06,45.58,45.58,2939375,46.223,47.743199999999995,56.99115,45.98173621547177,0.034968210717529535,0.38267758732513,42.02898550724638,-0.9500037611867995,-0.9176544801787927,46.223,1.5614908530668512,49.3459817061337,43.1000182938663,-0.24033333333333384
2022-11-09,ENERGYCO,Energy,43.96,44.2,43.65,43.9,43.9,3828416,46.0895,47.6104,56.92275000000001,45.78347562352208,-0.03685827117156648,0.4031558646211032,29.555361813426373,-1.0010716720458248,-0.9343379185521992,46.0895,1.642307346708758,49.37411469341752,42.804885306582484,-0.26833333333333387
2022-11-10,ENERGYCO,Energy,43.49,44.11,43.14,43.76,43.76,2610267,45.9295,47.50900000000001,56.8407,45.59076365937712,-0.0031890660592255315,0.40105008231879197,29.52961672473873,-1.0408420105017981,-0.9556387369421191,45.9295,1.7076159897418384,49.344731979483676,42.51426802051632,-0.27066666666666717
2022-11-11,ENERGYCO,Energy,42.76,43.47,42.24,42.95,42.95,2614927,45.6925,47.3284,56.757650000000005,45.339262358484056,-0.018510054844606882,0.3981267019792983,34.41624365482238,-1.1247550447849477,-0.989461998510685,45.6925,1.7779020013253706,49.24830400265074,42.136695997349264,-0.2841666666666671
2022-11-14,ENERGYCO,Energy,44.6,45.24,44.08,44.72,44.72,2430961,45.441500000000005,47.1922,56.6838,45.28028499100939,0.04121071012805588,0.3953336013292065,49.951597289448216,-1.0364845725590968,-0.9988665133203674,45.441500000000005,1.5106857104608045,48.462871420921616,42.420128579078394,-0.25466666666666715
2022-11-15,ENERGYCO,Energy,44.99,45.56,44.74,45.31,45.31,2750483,45.3365,47.06360000000001,56.621,45.28311499186564,0.013193202146690508,0.3675325243056927,51.22641509433964,-0.9084494781079684,-0.9807831062778876,45.3365,1.4378905419145502,48.212281083829104,42.4607189161709,-0.2448333333333338
2022-11-16,ENERGYCO,Energy,44.66,44.88,44.44,44.67,44.67,1928544,45.202999999999996,46.9354,56.551050000000004,45.22472308787844,-0.014124917236813084,0.3700242511860185,46.9406392694064,-0.8488385126193876,-0.9543941875461877,45.202999999999996,1.3641426843108857,47.931285368621765,42.47471463137823,-0.2555000000000005
2022-11-17,ENERGYCO,Energy,44.02,44.54,43.87,44.39,44.39,1795910,44.993,46.8154,56.47715,45.14522565093763,-0.006268188941123798,0.35383097787608925,42.274881516587676,-0.814797573702478,-0.9264748647774458,44.993,1.1160083946114094,47.22501678922282,42.760983210777184,-0.2601666666666672
2022-11-18,ENERGYCO,Energy,46.34,46.48,46.1,46.25,46.25,3751902,44.88250000000001,46.75,56.4027,45.25044225561024,0.04190132912818201,0.39002921802761537,54.388984509466454,-0.6304658116028747,-0.8672730541425316,44.88250000000001,0.8265264984455233,46.535552996891056,43.22944700310896,-0.2291666666666673
2022-11-21,ENERGYCO,Energy,45.22,46.02,44.49,45.29,45.29,2510183,44.846,46.6522,56.31585,45.254209659837834,-0.02075675675675681,0.35388738540762005,49.18831168831167,-0.5554427408797906,-0.8049069914899835,44.846,0.7889126427531621,46.42382528550632,43.268174714493675,-0.2451666666666673
2022-11-22,ENERGYCO,Energy,43.45,43.72,43.29,43.56,43.56,3114706,44.7875,46.550599999999996,56.21795,45.092856358900896,-0.0381982777655111,0.3659867510073965,46.2242562929062,-0.6283398479670623,-0.7695935627853994,44.7875,0.8397109465079384,46.46692189301588,43.108078106984124,-0.2740000000000006
2022-11-23,ENERGYCO,Energy,43.76,44.45,43.15,43.84,43.84,2333722,44.727,46.4468,56.124700000000004,44.97353670567224,0.006427915518824712,0.3657792839361072,46.34703196347034,-0.6559562156512015,-0.7468660933585599,44.727,0.8630673572548949,46.45313471450979,43.00086528549021,-0.26933333333333387
2022-11-24,ENERGYCO,Energy,44.13,44.85,43.42,44.14,44.14,3048367,44.666999999999994,46.395199999999996,56.031549999999996,44.89415225751298,0.006843065693430628,0.3658931359625099,47.34876773711724,-0.6461860625188152,-0.726730087190611,44.666999999999994,0.8599149284735013,46.386829856946996,42.94717014305299,-0.26433333333333386
2022-11-25,ENERGYCO,Energy,44.9,45.1,44.59,44.79,44.79,3346482,44.6055,46.3508,55.94245000000001,44.8842329948927,0.014725872224739422,0.3657358115776953,52.83446712018141,-0.5793155885544863,-0.6972471874633862,44.6055,0.7999504918898116,46.205400983779626,43.00559901622037,-0.2535000000000006
2022-11-28,ENERGYCO,Energy,45.7,46.14,45.03,45.46,45.46,2488888,44.617,46.3022,55.85005,44.939067947760066,0.014958696137530758,0.3647973396459509,49.51456310679613,-0.4668750110775264,-0.6511727521862143,44.617,0.8109779671230044,46.23895593424601,42.99504406575399,-0.24233333333333396
2022-11-29,ENERGYCO,Energy,47.46,48.29,46.44,47.27,47.27,2904295,44.705999999999996,46.3164,55.76085,45.16106147654482,0.039815222173339215,0.39043489034189977,63.49079263410731,-0.22907256421009237,-0.5667527145909899,44.705999999999996,0.9897867925659022,46.6855735851318,42.72642641486819,-0.21216666666666728
2022-11-30,ENERGYCO,Energy,45.91,46.63,44.8,45.51,45.51,2991136,44.754000000000005,46.281400000000005,55.665,45.19429371687389,-0.037232917283689604,0.40737044121706567,56.201275690999296,-0.18054845268478203,-0.4895118622097483,44.754000000000005,1.0049844198849918,46.76396883976999,42.74403116023002,-0.24150000000000071
2022-12-01,ENERGYCO,Energy,44.43,44.89,43.86,44.32,44.32,2596712,44.730000000000004,46.221599999999995,55.57345,45.111027648600185,-0.026148099318830997,0.41844223441573414,54.72739820565906,-0.2354022290944613,-0.4386899355866909,44.730000000000004,1.0095491437692674,46.74909828753854,42.71090171246147,-0.261333333333334
2022-12-02,ENERGYCO,Energy,44.99,45.64,44.32,44.96,44.96,2663818,44.7355,46.14059999999999,55.47575,45.09664406301921,0.014440433212996373,0.42166259697260633,50.89820359281438,-0.2246420570041039,-0.3958803598701735,44.7355,1.0105364651359547,46.756572930271915,42.71442706972809,-0.25066666666666737
2022-12-05,ENERGYCO,Energy,43.8,44.56,43.12,43.88,43.88,3132946,44.727500000000006,46.056400000000004,55.368500000000004,44.98077319987452,-0.024021352313167266,0.425646744275703,44.837545126353795,-0.29980554545748106,-0.376665396987635,44.727500000000006,1.0169452451238452,46.7613904902477,42.693609509752314,-0.2686666666666674
2022-12-06,ENERGYCO,Energy,42.42,42.84,42.07,42.49,42.49,3179071,44.573,45.882799999999996,55.25665,44.74355670464838,-0.031677301731996343,0.4190483534956895,42.534246575342465,-0.46616092193283976,-0.394564501976676,44.573,1.1109886540711185,46.794977308142236,42.351022691857764,-0.29183333333333406
2022-12-07,ENERGYCO,Energy,44.37,45.1,43.55,44.27,44.27,3254601,44.5915,45.797399999999996,55.149800000000006,44.69845606611044,0.04189220993174869,0.4282241130773668,49.62732919254659,-0.4491896536792481,-0.4054895323171904,44.5915,1.102238273027835,46.79597654605568,42.38702345394433,-0.26216666666666744
2022-12-08,ENERGYCO,Energy,42.55,43.15,42.12,42.72,42.72,2745422,44.539500000000004,45.688,55.03465,44.51003167886183,-0.03501242376327096,0.44662435977974796,38.82203926535782,-0.5544208292221171,-0.43527579169817576,44.539500000000004,1.1662060619583676,46.87191212391674,42.20708787608327,-0.2880000000000008
2022-12-09,ENERGYCO,Energy,42.43,42.89,41.92,42.39,42.39,2374469,44.5115,45.607600000000005,54.908199999999994,44.308123899922606,-0.0077247191011236005,0.44258330323781475,40.435356200527714,-0.6568735071634322,-0.47959533479122707,44.5115,1.2121936400813658,46.93588728016273,42.087112719837265,-0.29350000000000076
2022-12-12,ENERGYCO,Energy,42.33,43.09,41.56,42.33,42.33,1982447,44.391999999999996,45.4874,54.79554999999999,44.119731147549025,-0.0014154281670205604,0.41454920679289553,45.44106745737582,-0.7344432860956474,-0.5305649250521112,44.391999999999996,1.3048234403655594,47.001646880731116,41.782353119268876,-0.29450000000000076
2022-12-13,ENERGYCO,Energy,43.44,44.25,42.76,43.57,43.57,3139360,44.305,45.397600000000004,54.691950000000006,44.067375800163404,0.029293645168910976,0.42636260012069294,49.06574394463667,-0.6879302264431502,-0.562037985330319,44.305,1.2983856373046516,46.9017712746093,41.7082287253907,-0.27383333333333404
2022-12-14,ENERGYCO,Energy,41.63,42.16,41.28,41.81,41.81,3872717,44.162000000000006,45.276199999999996,54.568000000000005,43.85238762871927,-0.04039476704154232,0.4463165437037736,42.67756128221245,-0.7840475702887133,-0.606439902321998,44.162000000000006,1.408865164816247,46.9797303296325,41.34426967036751,-0.30316666666666736
2022-12-15,ENERGYCO,Energy,42.62,42.75,42.06,42.19,42.19,2635245,44.052,45.153,54.4418,43.69406499741267,0.009088734752451533,0.4481173342903121,41.68797953964194,-0.8201047762043032,-0.6491728770984591,44.052,1.4744833171768092,47.00096663435362,41.10303336564638,-0.29683333333333406
2022-12-16,ENERGYCO,Energy,41.14,41.88,40.63,41.37,41.37,2725135,43.808,45.0136,54.298100000000005,43.47272547384956,-0.019435885280872256,0.4201475428742577,37.04876504116529,-0.9044219058965339,-0.7002226828580741,43.808,1.4952401672961848,46.79848033459237,40.81751966540763,-0.3105000000000008
2022-12-19,ENERGYCO,Energy,41.93,42.51,41.36,41.94,41.94,2676107,43.640499999999996,44.898199999999996,54.166599999999995,43.32675161919722,0.013778100072516342,0.42109919097222487,31.683848797250846,-0.9147054473260994,-0.7431192357516793,43.640499999999996,1.508067690090849,46.6566353801817,40.624364619818294,-0.3010000000000008
2022-12-20,ENERGYCO,Energy,41.31,41.84,40.59,41.11,41.11,2438370,43.518,44.7924,54.0228,43.115632417368914,-0.01979017644253689,0.4057720262561105,33.847283406754784,-0.9785491855136357,-0.7902052257040706,43.518,1.6109480699922505,46.7398961399845,40.2961038600155,-0.3148333333333341
2022-12-21,ENERGYCO,Energy,42.65,43.4,41.81,42.56,42.56,2317988,43.454,44.7122,53.87835,43.062715044286165,0.03527122354658241,0.4266438075922348,43.65994236311239,-0.9017481349709513,-0.8125138075574467,43.454,1.6228642645193316,46.699728529038666,40.208271470961336,-0.2906666666666674
2022-12-22,ENERGYCO,Energy,41.64,42.38,40.98,41.72,41.72,3005253,43.333000000000006,44.6074,53.742749999999994,42.934837421020816,-0.019736842105263275,0.43046491539707105,38.49431818181818,-0.8983085867113516,-0.8296727633882277,43.333000000000006,1.6588426529872202,46.65068530597445,40.01531469402556,-0.30466666666666753
2022-12-23,ENERGYCO,Energy,39.33,39.9,38.94,39.51,39.51,3360452,43.069,44.4438,53.59835,42.608662428542644,-0.05297219558964528,0.46062224934713414,35.63445101906639,-1.0616729453488531,-0.8760727997803529,43.069,1.8264429047226811,46.72188580944537,39.41611419055464,-0.3415000000000008
2022-12-26,ENERGYCO,Energy,38.85,39.0,38.68,38.83,38.83,2989580,42.7375,44.22559999999999,53.451350000000005,42.24878981630049,-0.0172108327005821,0.45547166303179076,37.37931034482758,-1.231811141485366,-0.9472204681213556,42.7375,1.9659787304094631,46.669457460818926,38.80554253918107,-0.3528333333333341
2022-12-27,ENERGYCO,Energy,38.2,39.0,37.81,38.61,38.61,2681421,42.304500000000004,44.0496,53.315250000000006,41.902238405224246,-0.005665722379603388,0.42009919363354864,28.129829984544045,-1.3686224217463376,-1.0315008588463521,42.304500000000004,1.8663120825508002,46.0371241651016,38.57187583489841,-0.3565000000000008
2022-12-28,ENERGYCO,Energy,39.56,40.09,39.01,39.54,39.54,3631236,42.00599999999999,43.893600000000006,53.1858,41.67726331901242,0.024087024087024123,0.42323876416318257,37.09415584415585,-1.3860258758340365,-1.102405862243889,42.00599999999999,1.8029869953121203,45.611973990624236,38.40002600937575,-0.34100000000000086
2022-12-29,ENERGYCO,Energy,38.46,38.92,37.99,38.45,38.45,3895471,41.7125,43.690799999999996,53.04455,41.369904907677906,-0.027567020738492598,0.4241339845757866,34.938837920489306,-1.4708174609359759,-1.1760881819823066,41.7125,1.8824979904934935,45.47749598098699,37.94750401901301,-0.3591666666666674
2022-12-30,ENERGYCO,Energy,37.58,37.99,37.0,37.42,37.42,2148004,41.3355,43.47,52.901,40.99372348789906,-0.02678803641092331,0.4220718578759306,32.526690391459084,-1.6026534041248297,-1.2614012264108112,41.3355,1.9516375715096,45.238775143019204,37.4322248569808,-0.3763333333333341
2023-01-02,ENERGYCO,Energy,38.04,38.6,37.66,38.21,38.21,3651583,41.052,43.3138,52.75965,40.72860696524201,0.021111704970603995,0.43079885908752485,30.294117647058812,-1.6246598735277828,-1.3340529558342056,41.052,1.9742516237009473,45.000503247401895,37.103496752598105,-0.3631666666666674
2023-01-03,ENERGYCO,Energy,37.02,37.35,36.75,37.07,37.07,3485907,40.781,43.1606,52.6108,40.38016820664753,-0.029835121695891087,0.4294207946957531,31.74114021571647,-1.714326937891606,-1.4101077522456857,40.781,2.132152112674094,45.04530422534819,36.51669577465181,-0.3821666666666673
2023-01-04,ENERGYCO,Energy,36.99,37.25,36.66,36.92,36.92,2472604,40.4135,42.998000000000005,52.4613,40.050628377443005,-0.004046398705152332,0.3899770972467234,29.333333333333357,-1.7770082340411335,-1.4834878486047756,40.4135,2.1325602971673137,44.678620594334625,36.148379405665374,-0.38466666666666727
2023-01-05,ENERGYCO,Energy,36.82,37.21,36.41,36.79,36.79,1604091,40.117,42.827000000000005,52.3163,39.74009234149605,-0.0035211267605634866,0.37767427404582715,31.011608623548938,-1.8162370759355895,-1.5500376940709384,40.117,2.2059729921526734,44.528945984305345,35.70505401569465,-0.38683333333333403
2023-01-06,ENERGYCO,Energy,36.77,37.17,36.57,36.97,36.97,2799082,39.846,42.646,52.1674,39.476274023258334,0.0048926338678989545,0.3800780481587271,28.706083976006852,-1.811915090799502,-1.6024131734166511,39.846,2.244622579926877,44.33524515985375,35.356754840146245,-0.383833333333334
2023-01-09,ENERGYCO,Energy,36.27,36.66,35.97,36.36,36.36,2114860,39.5475,42.46860000000001,52.02695,39.17948602104326,-0.016499864755206928,0.38114915884700995,29.25764192139738,-1.836541283746456,-1.6492387954826122,39.5475,2.2933333014589907,44.13416660291798,34.96083339708202,-0.3940000000000007
2023-01-10,ENERGYCO,Energy,35.82,36.1,35.34,35.62,35.62,3384048,39.15,42.2712,51.882749999999994,38.84048735237248,-0.020352035203520358,0.35797055333686517,17.69087523277466,-1.893937403192112,-1.6981785170245123,39.15,2.247955796531553,43.645911593063104,34.65408840693689,-0.406333333333334
2023-01-11,ENERGYCO,Energy,35.92,36.35,35.46,35.89,35.89,1690566,38.854,42.098,51.72995,38.559488556908434,0.007580011229646244,0.34377578746292525,21.33726647000985,-1.8957840790746943,-1.7376996294345486,38.854,2.2689260153561324,43.391852030712265,34.316147969287734,-0.40183333333333404
2023-01-12,ENERGYCO,Energy,34.95,35.32,34.81,35.18,35.18,3036464,38.5035,41.90560000000001,51.57685000000001,38.23763250386954,-0.0197826692672054,0.34069275966431184,25.028835063437157,-1.9322647045772854,-1.776612644463096,38.5035,2.2679094825531845,43.039318965106375,33.96768103489363,-0.4136666666666674
2023-01-13,ENERGYCO,Energy,34.26,34.79,33.61,34.14,34.14,3007387,38.142,41.6914,51.4238,37.8473817892153,-0.02956225127913581,0.3467190102009689,24.03100775193799,-2.0217892435941067,-1.8256479642892982,38.142,2.361249892034653,42.86449978406931,33.4195002159307,-0.4310000000000007
2023-01-16,ENERGYCO,Energy,34.85,35.48,34.45,35.08,35.08,2466906,37.799,41.5122,51.27025,37.58382161881384,0.027533684827182103,0.3619808957275929,31.897435897435884,-1.9939034636945294,-1.8592990641703446,37.799,2.277262668898789,42.35352533779758,33.24447466220242,-0.4153333333333341
2023-01-17,ENERGYCO,Energy,35.41,35.92,34.95,35.45,35.45,1904570,37.516000000000005,41.3096,51.11735000000001,37.38060051226014,0.010547320410490446,0.3655898103303336,27.74755168661592,-1.9198174143294011,-1.871402734202156,37.516000000000005,2.1943213793315826,41.90464275866317,33.12735724133684,-0.40916666666666734
2023-01-18,ENERGYCO,Energy,36.94,37.45,36.36,36.86,36.86,3256315,37.231,41.168800000000005,50.966049999999996,37.33101951109251,0.03977433004231301,0.3727945470724747,41.64037854889588,-1.7274158951478427,-1.8426053663912934,37.231,1.8474702476066307,40.92594049521326,33.53605950478674,-0.3856666666666674
2023-01-19,ENERGYCO,Energy,37.69,37.96,37.23,37.5,37.5,2088504,37.019999999999996,41.0436,50.817699999999995,37.347112890988456,0.01736299511665762,0.3790594006309568,50.43859649122806,-1.5059341818842498,-1.7752711294898846,37.019999999999996,1.5197056501705066,40.05941130034101,33.98058869965898,-0.3750000000000008
2023-01-20,ENERGYCO,Energy,39.59,40.36,39.19,39.96,39.96,4094909,37.0425,40.9838,50.6989,37.59595928232289,0.0656000000000001,0.4124215705900279,58.10936051899907,-1.1190076637217814,-1.6440184363362642,37.0425,1.5612743614051994,40.1650487228104,33.9199512771896,-0.33400000000000074
2023-01-23,ENERGYCO,Energy,40.16,40.85,39.35,40.04,40.04,2381064,37.103,40.8902,50.5721,37.8287250649588,0.002002002002001957,0.4068429900454094,65.26207605344295,-0.7967261162871182,-1.474559972326435,37.103,1.65482738804166,40.41265477608332,33.79334522391668,-0.33266666666666744
2023-01-24,ENERGYCO,Energy,39.29,39.86,38.59,39.15,39.15,3444209,37.13,40.766999999999996,50.425599999999996,37.95456077305796,-0.02222777222777228,0.41506201626717515,60.64947468958929,-0.606143979507408,-1.3008767737626297,37.13,1.6848426445351972,40.4996852890704,33.760314710929606,-0.3475000000000008
2023-01-25,ENERGYCO,Energy,37.67,38.42,37.01,37.75,37.75,3702417,37.040499999999994,40.6286,50.262299999999996,37.93507879467149,-0.03575989782886335,0.4251809071714765,54.088586030664395,-0.5616007785602619,-1.1530215747221562,37.040499999999994,1.595244495368113,40.23098899073622,33.85001100926377,-0.3708333333333341
2023-01-26,ENERGYCO,Energy,37.39,37.93,36.85,37.38,37.38,1824443,36.987,40.4884,50.123599999999996,37.88221414755992,-0.00980132450331117,0.4155671338724443,51.71835708298409,-0.5498179199428535,-1.0323808437662956,36.987,1.563104535684021,40.11320907136805,33.86079092863196,-0.3770000000000008
2023-01-27,ENERGYCO,Energy,37.73,38.41,37.52,38.2,38.2,2508340,37.025999999999996,40.3274,49.98575000000001,37.91247946683993,0.02193686463349387,0.41157450528891615,57.578253706754545,-0.4689074988614905,-0.9196861747853347,37.025999999999996,1.5840667184254964,40.19413343685099,33.857866563149,-0.36333333333333406
2023-01-30,ENERGYCO,Energy,38.0,38.58,37.85,38.43,38.43,2043179,37.037,40.1902,49.852399999999996,37.9617671366647,0.006020942408376806,0.4054027501498989,62.080825451418754,-0.3818248897651415,-0.812113917781296,37.037,1.5934573467124056,40.22391469342481,33.85008530657519,-0.3595000000000008
2023-01-31,ENERGYCO,Energy,37.43,37.87,36.83,37.27,37.27,3937492,37.047,40.0644,49.72095,37.895884552220444,-0.03018475149622679,0.4057525519638145,55.511182108626215,-0.4017821061168334,-0.7300475554484036,37.047,1.5943026853875153,40.235605370775026,33.85839462922497,-0.378833333333334
2023-02-01,ENERGYCO,Energy,36.79,37.18,36.48,36.87,36.87,3043885,37.0445,39.925,49.5867,37.79818126153278,-0.010732492621411516,0.4074532537007169,56.92055692055692,-0.4447482202827828,-0.6729876884152795,37.0445,1.5945514960911342,40.23360299218227,33.85539700781773,-0.38550000000000084
2023-02-02,ENERGYCO,Energy,36.7,37.01,36.44,36.75,36.75,2075449,37.042500000000004,39.7772,49.4529,37.698354474720134,-0.0032546786004881145,0.40742171746350475,61.55890168290524,-0.4829154240278015,-0.634973235537784,37.042500000000004,1.5949125532874346,40.232325106574876,33.85267489342513,-0.38750000000000073
2023-02-03,ENERGYCO,Energy,35.44,35.98,34.87,35.41,35.41,2504076,36.9645,39.5896,49.3088,37.480415953318214,-0.03646258503401367,0.42714609299728595,51.41146278870829,-0.6142097811040728,-0.6308205446510418,36.9645,1.6362552721967785,40.237010544393556,33.691989455606446,-0.40983333333333405
2023-02-06,ENERGYCO,Energy,35.91,36.27,35.61,35.97,35.97,3275293,36.945,39.3998,49.16715,37.33656681490696,0.01581474159841867,0.4278105040167582,52.18855218855217,-0.6654038240429827,-0.63773720052943,36.945,1.6461326287942994,40.2372652575886,33.652734742411404,-0.40050000000000063
2023-02-07,ENERGYCO,Energy,35.72,36.06,35.44,35.78,35.78,2850569,36.952999999999996,39.17,49.032399999999996,37.18832235634439,-0.005282179594106151,0.4216948132523079,44.93433395872421,-0.7130868625387876,-0.6528071329313015,36.952999999999996,1.639730722438152,40.2324614448763,33.67353855512369,-0.4036666666666673
